time,open,high,low,close,volume
2022-03-07 20:00:00,107.2,107.85,107.02,107.85,1386
2022-03-07 19:00:00,107.5,107.5,107.02,107.02,1165
2022-03-07 18:00:00,107.53,107.88,107.42,107.4999,3483
2022-03-07 17:00:00,107.88,108.5,106.9,107.46,570550
2022-03-07 16:00:00,109.13,109.36,107.72,107.88,1225831
2022-03-07 15:00:00,109.92,111.06,108.73,109.11,570541
2022-03-07 14:00:00,111.645,112.0,109.4608,109.9,582708
2022-03-07 13:00:00,110.88,112.98,110.43,111.66,519875
2022-03-07 12:00:00,109.35,112.0,109.18,110.94,598011
2022-03-07 11:00:00,110.31,110.64,108.12,109.385,842507
2022-03-07 10:00:00,109.7,115.24,109.3,110.225,1033995
2022-03-07 09:00:00,107.75,109.0,107.52,109.0,8357
2022-03-07 08:00:00,108.01,108.5,107.55,108.35,3725
2022-03-07 07:00:00,108.0,108.3,108.0,108.3,721
2022-03-07 06:00:00,108.8,108.8,108.8,108.8,320
2022-03-07 05:00:00,108.0,109.15,107.58,108.8,4397
2022-03-04 20:00:00,108.7001,109.24,108.7001,109.24,1769
2022-03-04 19:00:00,109.0,109.0,108.75,109.0,4252
2022-03-04 18:00:00,108.83,108.83,108.8239,108.8239,1197
2022-03-04 17:00:00,108.94,109.0,108.6,108.83,52382
2022-03-04 16:00:00,109.35,109.735,108.43,108.95,1163746
2022-03-04 15:00:00,109.16,110.32,108.86,109.37,582889
2022-03-04 14:00:00,109.26,110.15,108.67,109.165,551634
2022-03-04 13:00:00,109.78,111.75,109.0,109.25,513836
2022-03-04 12:00:00,110.8308,111.35,109.38,109.77,728158
2022-03-04 11:00:00,114.11,114.46,110.84,110.86,905534
2022-03-04 10:00:00,112.4,116.19,112.0,114.0564,774951
2022-03-04 09:00:00,111.4,113.0,111.35,111.92,9926
2022-03-04 08:00:00,111.5,111.6,111.36,111.5,3723
2022-03-04 07:00:00,111.98,111.98,111.98,111.98,1174
2022-03-04 05:00:00,110.8,110.8,110.8,110.8,120
2022-03-03 20:00:00,113.11,113.11,110.5,111.0,11800
2022-03-03 19:00:00,113.4,113.41,113.11,113.13,2681
2022-03-03 18:00:00,113.4,113.64,113.4,113.4,2949
2022-03-03 17:00:00,113.11,113.58,112.96,113.5,28721
2022-03-03 16:00:00,113.07,113.34,111.95,113.21,1645803
2022-03-03 15:00:00,114.22,114.96,113.05,113.11,617210
2022-03-03 14:00:00,114.38,116.05,114.15,114.24,488217
2022-03-03 13:00:00,115.77,116.27,114.05,114.42,503419
2022-03-03 12:00:00,115.095,115.89,114.11,115.75,906694
2022-03-03 11:00:00,118.71,119.58,114.9,115.12,1165882
2022-03-03 10:00:00,122.21,122.6572,118.29,118.75,582404
2022-03-03 09:00:00,122.0,122.48,122.0,122.45,11524
2022-03-03 08:00:00,121.99,122.15,121.98,122.15,2658
2022-03-02 20:00:00,121.24,121.24,121.21,121.21,359
2022-03-02 19:00:00,122.2,122.2,121.2,121.2,1177
2022-03-02 18:00:00,120.5,122.25,120.5,122.12,9530
2022-03-02 17:00:00,121.61,121.85,120.35,121.01,108260
2022-03-02 16:00:00,122.19,122.87,121.51,121.62,992025
2022-03-02 15:00:00,121.17,122.89,121.045,122.19,738993
2022-03-02 14:00:00,119.285,121.32,118.99,121.105,579979
2022-03-02 13:00:00,117.16,119.92,116.84,119.22,563946
2022-03-02 12:00:00,116.9227,119.79,116.32,117.215,743637
2022-03-02 11:00:00,116.82,117.64,114.52,116.86,1636255
2022-03-02 10:00:00,122.66,122.8,116.56,116.81,1621543
2022-03-02 09:00:00,122.4001,124.0,122.0101,122.42,11396
2022-03-02 08:00:00,123.2,123.47,122.4,122.5,6296
2022-03-02 07:00:00,123.84,124.0,123.84,124.0,554
2022-03-02 06:00:00,123.2,123.2,123.2,123.2,521
2022-03-02 05:00:00,125.0,125.0,122.0,122.79,3618
2022-03-01 20:00:00,123.15,123.5,123.15,123.15,545
2022-03-01 19:00:00,123.39,123.49,123.38,123.49,977
2022-03-01 18:00:00,123.74,123.74,122.86,122.92,4517
2022-03-01 17:00:00,122.78,123.27,122.31,123.27,137862
2022-03-01 16:00:00,126.34,126.8479,122.13,122.76,1591050
2022-03-01 15:00:00,125.8,126.74,123.66,126.32,795310
2022-03-01 14:00:00,127.5,127.83,125.02,125.7,583056
2022-03-01 13:00:00,125.01,127.598,124.78,127.425,638110
2022-03-01 12:00:00,126.2,128.7271,124.0,125.025,1387040
2022-03-01 11:00:00,128.59,130.74,125.55,126.09,2458983
2022-03-01 10:00:00,130.6,136.0,126.115,128.455,3394952
2022-03-01 09:00:00,128.75,130.99,127.0,130.5,84815
2022-03-01 08:00:00,128.52,129.5,127.0,128.23,41911
2022-03-01 07:00:00,128.0,128.49,127.64,127.64,16306
2022-03-01 06:00:00,126.46,128.65,126.14,128.65,6959
2022-03-01 05:00:00,129.16,129.7,126.52,126.52,15159
2022-02-28 20:00:00,130.23,131.0,129.79,130.05,89452
2022-02-28 19:00:00,132.12,133.0,129.75,130.2,144145
2022-02-28 18:00:00,132.0,134.5,126.8,132.15,724001
2022-02-28 17:00:00,132.6,134.6,112.0,131.71,2755510
2022-02-28 16:00:00,130.69,132.66,129.575,132.6,1906322
2022-02-28 15:00:00,131.02,131.12,129.38,130.725,627606
2022-02-28 14:00:00,131.02,132.57,129.76,131.0949,682548
2022-02-28 13:00:00,133.38,133.66,130.5,130.99,811782
2022-02-28 12:00:00,131.43,135.09,130.78,133.3401,1469676
2022-02-28 11:00:00,127.09,132.93,125.1,131.44,1407283
2022-02-28 10:00:00,124.59,130.23,124.59,126.97,845567
2022-02-28 09:00:00,123.5,124.9,123.0,124.2912,19806
2022-02-28 08:00:00,123.75,124.7,123.75,124.7,1811
2022-02-28 05:00:00,123.01,123.01,122.0,122.5,2478
2022-02-25 20:00:00,125.0,125.2999,125.0,125.2,2975
2022-02-25 19:00:00,125.11,125.3,125.01,125.01,6573
2022-02-25 18:00:00,125.1,125.35,125.1,125.35,1029
2022-02-25 17:00:00,125.32,125.79,125.0,125.02,71345
2022-02-25 16:00:00,122.92,125.34,122.5,125.22,1221660
2022-02-25 15:00:00,123.165,123.46,122.09,122.93,511428
2022-02-25 14:00:00,122.67,123.88,121.54,123.07,496853
2022-02-25 13:00:00,124.05,124.2,122.1,122.69,524823
